"辞書
ページ"	見出し	見出しの漢字	見出しの説明	内容
672	くぎぬき	〔釘抜き〕		gaNzimi，kuzinuzaa
672	くぐりぬける	〔潜り抜ける〕		CiNpukijuN，hukijuN
672	くくる	〔括る〕		kuNzuN，→kukujuN
672	くぐる	〔潜る〕		hukijuN
672	くけぬい	〔絎け縫い〕		kukui，Simasibaai
672	くけばり	〔絎け針〕		kukuibaai
672	くける	〔絎ける〕		kukujuN
672	くさ	〔草〕		kusa/ ～の中 kusanumii/ ～の根 kusanunii/ ～の葉 kusanuhwaa
672	くさい	〔臭い〕		'juNgusasaN，kusasaN，niwiiakasaN，→あくしゅう，きなくさい，けむり，こげくさい
672	くさかり	〔草刈り〕		kusakai/～をする子供 kusakajaawarabaa/～をするものkusakajaa
672	くさき	〔草木〕		kiikusa，kusaki
672	くさぎ		(植物名)	kusazina
672	くさくさ			kusakusa，→くしゃくしゃ
672	くさとり	〔草取り〕		kusatui
672	くさばな	〔草花〕		kusabana
672	くさび	〔楔〕		kusabi，siQkwa
672	くさもち	〔草餅〕		huuCimuci
672	くさり	〔鎖〕		kusai
672	くさる	〔腐る〕		kusarijuN，→humicuN，nitamajuN，SiijuN，くちはてる，くちる/腐らせる →kutasjuN/腐ったもの kusaraa，kusarimuN/腐って汁の出るもの siruhaimuN/～こと →miZikaZaa
672	くされいも	〔腐れいも〕		miZikaZaa?Nmu
672	くされえん	〔くされ縁〕		?akuiN/～の友達 kizimunaadusi
672	くさわた	〔草棉〕	(植物名)	hana
672	くし	〔櫛〕		sabaci，→kusi，くしけずる
672	くし	〔串〕		guusi
672	くじ	〔籤〕		kuzi/～運が強い kuzijahwarasaN/～運がない kuziguhwasaN
672	くしけずる	〔梳る〕		sabacuN，SicuN/～こと Sicikusiree
672	くしばこ	〔櫛箱〕		sabacibaku
672	くじびき	〔籤引き〕		kuzibici
672	くしゃくしゃ			Cikunaamukunaa，muNnaku，muNnakukwaNnaku，muNnakwaNna，→くさくさ
672	くじゅうくのいわい	〔九十九の祝い〕		→kazimajaa
672	くじょう	〔苦情〕		googuci，kunuu，→ぐち/～を言うこと googucihjaaguci/～をいう 者googucaa
672	くじら	〔鯨〕		guzira
672	くじる			kuzijuN/突いて～ CicikuzijuN
672	ぐず	〔愚図〕		nuruQkwimuN，→のろま
672	ぐずぐず			daNzamuNza，→もたもた
672	くすぐったい			hagoosaN
673	くすぐったがりや			hagoo?umii
673	くすぐる			kucugujuN
673	くずこ	〔葛粉〕		kuZi/～で固めること kuzigatami
673	くずす	〔崩す〕		kuZisjuN，→つきくずす
673	くすのき	〔楠〕	(植物名)	kusunuci
673	くすのはかえで		(植物名)	mamiku
673	くすぶる	〔燻る〕		kibujuN/～こと→kibujaatuuruu
673	くすり	〔薬〕		kusui
673	くすりだい	〔薬代〕		kusuidee
673	くすりや	〔薬屋〕		kusuijaa，kusuimacija
673	くすりゆび	〔薬指〕		narasi，narasi?iibi
673	くずれる	〔崩れる〕		kuurijuN，kuzirijuN/崩れた模様→miikuNdaa
673	くせ	〔癖〕		kusi/…の～に-nu?Nziti，-nu?Nzitooti
673	くそ	〔糞〕		kusu，→nagui，だいべん/～をする majuN
673	くだく	〔砕く〕		kudacuN
673	くたくた			/～になる →?aata，つかれる
673	くだけごめ	〔砕け米〕		?Nnabi
673	くだける	〔砕ける〕		kudakijuN
673	くださる	〔下さる〕		taboojuN，?utabimiseeN，→くれる/下さい→taboojuN
673	くだす	〔下す〕		kudasjuN，→げり
673	くたばる			→のびる
673	くたびれ			→つかれ
673	くたびれる			→つかれる
673	くだもの	〔果物〕		naimuN，→kiinunai
673	くだり	〔下り〕		kudai
673	くち	〔口〕		kuci，(敬語)mikuci/～がえぐい kuciwiigoosaN/～が重い kuci?NbusaN/～が軽い kuci?aQsaN，kucigaQsaN/～が早い kucibeesaN/～が悪い kuciguhwasaN/～が悪い者 'janagucaa，kuciguhwaa/～のとがった顔 'juumuuzira/～のとがった者 'juumuu，saaruu，tugaii，tugajaa，→hajuuguci/～を大きく開くこと gaaburaci
673	ぐち			→くじょう/～をこぼすさま 'wabiihai，'wabiinooi/～っぽい者 'wabijaa/～をこぼす 'wabijuN
673	くちあけ	〔口明け〕		miiguci，niinuhana
673	くちうつし	〔口移し〕		/～に酒を飲ませること kukuNzaki
673	くちおしい	〔口惜しい〕		→ざんねん/口惜しや残念 kucuusija zaNniN
673	くちかず	〔口数〕		kucikazi，kutubakazi
673	くちがね	〔口金〕		kucigani
673	くちき	〔朽木〕		kuciki
673	くちぎたない	〔口汚ない〕		kucihagoosaN
673	くちぐせ	〔口癖〕		kucigusi，kucinuuu
673	くちぐち	〔口口〕		kuciguci
673	くちぐるま	〔口車〕		kuciguruma
673	くちげんか	〔口喧嘩〕		?iikwaaee，kucigutu，→こうろん
673	くちごたえ	〔口答え〕		guci，hwiNkee，kucihwiNkee，kucihwiNtoo，→はんこう/～する →kuci
673	くちさき	〔口先〕		kucinu?waabi，kucisaci/～ばかり ?iinagasinagasi，→sjuNsooroo
673	くちさびしい	〔口さびしい〕		kucisabiQsaN，sabiQsa
673	くちじゃみせん	〔口三味線〕		kucizaNsiN
673	くちだっしゃ	〔口達者〕		biNkuu，kucigaNsui/～な者 biNkuumuN
673	くちどめ	〔口止め〕		kucidumi
673	くちなおし	〔口直し〕		kucinoosi
673	くちなし		(植物名)	kazimajaa，kucinasi
673	くちはてる	〔朽ちはてる〕		saboorijuN，→くさる/朽ちはてたさま saboorikaa
673	くちひげ	〔口ひげ〕		?waahwizi
673	くちびる	〔唇〕		→Siba/～の色 Siba?iru
673	くちぶえ	〔口笛〕		/～の音 huuihuui
673	くちべた	〔口下手〕		kucibita
673	くちやかましい	〔口やかましい〕		kucijagamasjaN
673	くちよせ	〔口寄せ〕		juNnujuta，siNmajuta/～をする「ゆた」'juNnujuta
674	くちる	〔朽ちる〕		kucuN，→くさる
674	くつ	〔靴〕		huja
674	くつがえる	〔覆る〕		→ひっくりかえる
674	ぐつぐつ			gwatagwata，kwatakwata
674	くつじゅうする	〔屈従する〕		→くっぷくする
674	ぐっしょり			→びっしょり
674	ぐったり			guQtai，gutaQtu，→げんなり/～する ciisiQtajuN，muiNcuN
674	くっつく			taQCikajuN，taQkwajuN/ くっつき合うさま taQCikaimuQCikai，taQkwaimuQkwai
674	くっつける			hwiQCikijuN，taQkwaasjuN/～さま taQCikihwiQCiki，taQcikimuQciki
674	くってかかる	〔食って掛かる〕		taguikakajuN，tuQkakajuN，tuQkwajuN/～さま→tiikwaahwisjakwaa
674	くつぬぎ	〔沓脱〕		kudami，→?isizi
674	くっぶくする	〔屈服する〕		magajuN/屈服させる ?usimagijuN，→あっとうされる
674	くつろぎ	〔寛ぎ〕		kuCiruzi，→ゆったり
674	くつろぐ	〔寛ぐ〕		kuCiruzuN
674	くつわ	〔轡〕		kuciba
674	くつわむし	〔轡虫〕		?urumaa，?urumaazee/～の一種 ?uhuwata?urumaa
674	くどくど			?iikeesigeesi
674	くに	〔国〕		kuni，(敬語)→?weeguni/～の広さ kuniwaa/～の風俗 kuninuzuku
674	くにがみ	〔国頭〕		→やんばる
674	くにじゅう	〔国中〕		cukuni，kunizuu
674	ぐにゃぐにゃ			biirakwaara/～になる ?aatanajuN
674	くにん	〔9人〕		kukunutai
674	くねくね			'joogaahwiigaa，'joogeehwiigee，magaihwigui，magajaahwigujaa
674	くねんぼ	〔九年母〕	(植物名)	→kunibu
674	くのう	〔苦悩〕		→?ucikurisja，おもいなやむ
674	くばりもの	〔配りもの〕		kubaimuN
674	くばる	〔配る〕		hazuN，kubajuN
674	くび	〔首〕		kubi，(卑語)'jumukubi/～がだるい kubidarusaN/～に掛ける hacuN，hakijuN/～の根っこ →kazigaa/～までの高さ kubidaki/～をくくるkubirijuN
674	くびすじ	〔首すじ〕		kubigaa，?usiru
674	くびったけ	〔首ったけ〕		maNburi
674	くびつり	〔首吊り〕		kubirizini
674	くびなげ	〔首投げ〕		maci
674	くびる	〔縊る〕		kuNzuN，→しばる
674	くふう	〔工夫〕		kuhuu，→こうあん
674	ぐぶつ	〔愚物〕		ZiNbuNkusaraa，→おろか
674	くべつ	〔区別〕		miiwaki，miwaki，→いろわけ/～するmiiwakijuN，'wakasjuN
674	くぼみ	〔窪み〕		kubuN
674	くま	〔熊〕		kuma
674	くまぜみ		(蟬の名)	saNsanaa
674	くまどり	〔隈取り〕		/～をする damijuN
674	くまなく	〔隈無く〕		miimiiteedee
674	くみ	〔組〕		kumi，kuna/～の代表 kumigasira/～を作ること ?ucigumii
674	ぐみ		(植物名)	kuubi
674	くみうちする	〔組み打ちする〕		musibaajuN，muSubaajuN，→とっくみあう
674	くみおどり	〔組踊り〕		kumiudui
674	くみこむ	〔汲み込む〕		kumiNcuN
674	くみたてる	〔組み立てる〕		kumitatijuN，→kacuN/組み立て式のもの nuzisasi
674	くみとる	〔汲み取る〕		kumitujuN
674	くみひも	〔組紐〕		→hwiraguN
674	くむ	〔汲む〕		kunuN
674	くむ	〔組む〕		kunuN
674	くめむら	〔久米村〕	(地名)	kuniNda/～の青年 →suuCee
674	くめんする	〔工面する〕		sigarijuN
674	くも	〔雲〕		kumu/～の切れ目 kumuziri
675	くも	〔蜘蛛〕		kubu，kuubaa/～の巣 kubagaSi
675	くもり	〔曇り〕		kumui/～の天気 kumuidiNci
675	くもる	〔曇る〕		kumujuN，siNgwijuN
675	くやしい	〔口惜しい〕		→くちおしい
675	くやみ	〔悔み〕		kujami
675	くやむ	〔悔む〕		kujanuN，→こうかい
675	くよう	〔供養〕		kujoo
675	くら	〔倉〕		kura，→そうこ
675	くら	〔鞍〕		kura
675	くらい	〔位〕		?atai，kuree，tuikuree，→いかい
675	くらい	〔暗い〕		kurasaN，→まっくら
675	ぐらぐら			?amazicikaa，guragura，guuraahaQtai
675	くらぐらと	〔暗暗と〕		kuraguratu
675	くらげ	〔水母〕		/～の一種 ?iiraa
675	くらし	〔暮らし〕		→せいかつ
675	くらしかた	〔暮らし方〕		duumuciZuku，kurasigata
675	くらしむき	〔暮らし向き〕		tacihwa，tacizuku
675	くらす	〔暮らす〕		kurasjuN/ 暮らしかねること tacikaNtii/ 暮らしにくい kurasigurisjaN，tacigurisjaN/暮らしやすい kurasijaQsaN，siijaQsaN，tacijaQsaN，ziNmiijaQsaN
675	くらべる	〔比べる〕		kunabijuN，kurabijuN，→みくらべる/～こと hwiQcoo/比べものにならない danuN naraN
675	くらやみ	〔暗闇〕		kurajami，kurasiN，→やみ
675	くらわす	〔食らわす〕		kwaasjuN
675	くりあわせる	〔繰り合わせる〕		katakakijuN
675	くりかえ	〔繰り替え〕		kuikeeruu
675	くりかえす	〔繰り返す〕		kuikeesjuN/繰り返し kuikeesigeesi，→-keesaa，たびたび/繰り返して見る miikeesjuN/繰り返し見るさま miikeesigeesi
675	くりかえる	〔繰り替える〕		kuikeejuN
675	ぐりぐり			gurui，→hudu?wiigurui
675	くりだす	〔繰り出す〕		kwaasjuN
675	くりど	〔繰り戸〕		hasiru
675	くりのべばらい	〔繰り延べ払い〕		?irikeesii
675	くりぶね	〔刳り舟〕		kuihuni，sabani，SiNni，siNnigwaa
675	くりもどす	〔繰り戻す〕		kuimudusjuN
675	くる	〔来る〕		cuuN，(敬語) ?imeNSeeN，meeN，meNseeN，moojuN，?meNSeeN，?uceeimiSeeN/来てしまう ciihacicuuN，hacicuuN，keehacicuuN
675	くる	〔繰る〕		kujuN，→たぐる
675	ぐる			ciiku，guu
675	くるしい	〔苦しい〕		kucisaN，kurisjaN，→つらい
675	くるしみ	〔苦しみ〕		kurusimi，→?icasaN，siira，くのう，くろう
675	くるしむ	〔苦しむ〕		kurusinuN，→siira，わずらう
675	くるぶし	〔踝〕		→guhusi
675	くるま	〔車〕		kuruma，→hjaagaa
675	くるまいど	〔車井戸〕		kurumagaa
675	くるまざ	〔車座〕		goomaaii，?ucimamaaruu
675	くるまどめ	〔車止〕		→siQkwa
675	くるまや	〔車屋〕		kurumaa
675	ぐるみ			-siiti，-takii，→いっしょ
675	くれ	〔榑〕		kuri
675	くれる	〔呉れる〕		kwijuN，→くださる/呉れ →turasjuN
675	くれる	〔暮れる〕		'juQkwijuN
675	くろ	〔黒〕		kuruu，→まっくろ
675	くろい	〔黒い〕		kurusaN/色の～人→'jaci?usi/黒く太ること kurugweei/ 黒くて渋味のあるさま →kurusjuuzuutu/ 黒くなる kurunuN
675	くろう	〔苦労〕		kujoo，kuroo，naNzi，naNzikuNzi，'Nniziira，siNdoo，siNroo，→siNkumaNku，しんぱい/～を知らせるところ →munusirasidukuru
675	くろうしょう	〔苦労性〕		→siwasjaa
675	くろがね	〔鉄〕		→てつ
676	くろかび	〔黒かび〕		kurubee
676	くろき	〔黒木〕		kuruci
676	くろくも	〔黒雲〕		kurukumu，→あまぐも
676	くろごま	〔黒胡麻〕		kuruguma，kuru?uguma
676	くろざとう	〔黒砂糖〕		kuruZaataa，saataa
676	くろさんご	〔黒珊瑚〕		?umimaaci
676	くろしお	〔黒潮〕		kurusju
676	くろずむ	〔黒ずむ〕		kurunuN，kurusibiijuN/黒ずんでやせることkurujoogari
676	くろつぐ		(植物名)	'jujuzura，maani
676	くろつち	〔黒土〕		zaagaru
676	クロトン		(植物名)	kurutuN
676	くろまめ	〔黒豆〕		kurumaami
676	くろむ	〔黒む〕		→くろずむ
676	くろめばる		(魚名)	kurumiibaju
676	くわ	〔桑〕		kwaa/～の木kwaagi/ ～の実naNdeesii/ ～の弓 →kwaanujumi
676	くわ	〔鍬〕		kwee
676	くわえる	〔加える〕		kuweejuN，?waasjuN，→たす
676	くわえる	〔銜える〕		→kukunuN/くわえさせる→kwaasjuN
676	くわしい	〔詳しい〕		/～こと ?iSee，kumeeki/くわしくするkumeekijuN
676	くわずいも	〔食わず芋〕	(植物名)	?Nbasi
676	くわずぎらい	〔食わず嫌い〕		/～で食べて見れば大いに食べることkwaaNkwaaNnunanamakai/～で食べてみれば大いに食う者kwaaNkwaaNnu nanamakajaa
676	くわだて	〔企て〕		?igumasi，kunumi，mukurumi
676	くわだてる	〔企てる〕		?igumasjuN，kununuN，mukurunuN，takunuN
676	くわばらくわばら	〔桑原桑原〕		kwaaginumata，kwaaginusica
676	ぐん	〔群〕		buri-
676	くんかい	〔訓戒〕		soodaN，tuziki，→いましめ/～する tuZikijuN
676	ぐんかん	〔軍艦〕		?ikusabuni
676	くんこう	〔勲功〕		kuNkoo/～のある人 kuNkoomuci
676	くんし	〔君子〕		kuNsi
676	ぐんせい	〔群星〕		buribusi
676	け	〔毛〕		kii，→かみ，ひげ，まつげ，まゆげ，むなげ，わきげ，いんもう/～のぐあい kiisiru/～のない者 kiimoo/～のぬけたつぐみkiihagimootui/～のはえぎわ kiimiikuci
676	け	〔卦〕		cii
676	げい	〔芸〕		nuZa，ziinuu，→げいのう，わざ/～の達者な人 ziinuumuci
676	けいえい	〔経営〕		migui/～の失敗 miguijaNzi
676	けいかく	〔計画〕		?igumasi，kunumi，sikumi/～する→くわだてる
676	けいき	〔景気〕		ciici
676	けいけん	〔経験〕		sikarasi/～する sikarasjuN
676	けいこ	〔稽古〕		ciiku，→naree/～して習うものciikumuN/～する→ciiku
676	けいご	〔敬語〕		sisiikutuba，?ujameekutuba/～を使う話しかた→cura?uuhuu，hoo?oo，huu?juu，huu?uu，tageeni?uuhuu，?oohoo，?uuhuu
676	けいこく	〔警告〕		meegaki，→ちゅういする
676	けいざい	〔経済〕		?aganee
676	けいさつ	〔警察〕		ciisaCi，→hwirazu
676	けいさん	〔計算〕		saNmiN，saNtui，→かんじょう/～間違い saNmiNbaQpee/大ざっぱな～kurubaZaa，teegeeZaNmiN/こまぎれの～hwiQcirizaNmiN
677	けいし	〔軽視〕		→kutu?uSeei，かろんじる，けいべつする
677	けいし	〔罫紙〕		ciihwicikabi
677	けいしゃ	〔傾斜〕		kataNci
677	げいしゃ	〔芸者〕		→Zuri
677	けいしょう	〔軽少〕		sahuu，→すこし/～である kaQsaN
677	けいず	〔系図〕		ciiZi/～のない者mucii
677	けいちつ	〔啓蟄〕		musi?uduruku
677	けいていしまい	〔兄弟姉妹〕		→'unaiwikii，きょうだい
677	けいと	〔毛糸〕		kiitu
677	けいとうする	〔傾倒する〕		hwiQkataNcuN，kataNcuN，mucikwaarijuN，mucikwajuN，→しんぷくさせる
677	げいのう	〔芸能〕		nuhwa，ziinuu，→げい
677	けいば	〔競馬〕		?Nmasjuubu，?Nmazurii
677	けいはく	〔軽薄〕		→ciihwaku
677	けいべつする	〔軽蔑する〕		miisagijuN，?uSeejuN，'uuzuN，→かろんじる，けいし/軽蔑し合うさまcui?uSee?uSee/軽蔑したことば使いQcu?uSeeimunii
677	けいぼう	〔閨房〕		kuca，'Ncuca
677	けいむしょ	〔刑務所〕		→hwirazu，ろうや
677	けいやく	〔契約〕		'jakuzoo，musubii，→とりきめ，やくそく
677	けいゆ	〔経由〕		→へる/…～で -naadii
677	けいらん	〔鶏卵〕		tuinukuuga，→たまご
677	けいりゃく	〔計略〕		hakarigutu，kunumi，→はかりごと
677	けいろ	〔毛色〕		kii?iru
677	けが	〔怪我〕		kiga，→きず/～する 'jamasjuN
677	けがにん	〔怪我人〕		kiganiN
677	けがらわしい			hagoosaN，→きたない
677	けがれる	〔汚れる〕		cigarijuN，→よごれる
677	げきじょう	〔劇場〕		sibaja
677	げきだん	〔劇団〕		'uduiniNZu
677	げざい	〔下剤〕		kudasigusui
677	げし	〔夏至〕		kaacii/～のころ吹く南風kaaciibee
677	けしあざみ		(植物名)	maa?oohwaa
677	けしからぬもの	〔怪しからぬ者〕		?umaaraNmuN
677	けしき	〔景色〕		ciici，cisici/～のよいところ →?wiirikidukuru
677	けしずみ	〔消し炭〕		caasiZiN，Simi
677	けしとぶ	〔消し飛ぶ〕		hwiQtunugasjuN，→ふっとぶ
677	けじめ			cirihwa
677	けしょうする	〔化粧する〕		CukujuN，CukuriijuN，CukurijuN，SidasjuN，→よそおう
677	けじらみ	〔毛虱〕		hjaaN
677	けす	〔消す〕		caasjuN，kuusjuN
677	げすい	〔下水〕		'NNZu，'NZu
677	けた	〔桁〕		kita，tiNzoogita
677	げた	〔下駄〕		?asiza/表付きの～zita，(敬語)mizita/～の音 kaQkuikaQkui
